29/01/2020,1
30/01/2020,0
31/01/2020,0
01/02/2020,0
02/02/2020,0
03/02/2020,0
04/02/2020,0
05/02/2020,0
06/02/2020,0
07/02/2020,0
08/02/2020,0
09/02/2020,0
10/02/2020,0
11/02/2020,0
12/02/2020,0
13/02/2020,0
14/02/2020,0
15/02/2020,0
16/02/2020,0
17/02/2020,0
18/02/2020,0
19/02/2020,0
20/02/2020,0
21/02/2020,0
22/02/2020,0
23/02/2020,0
24/02/2020,0
25/02/2020,0
26/02/2020,1
27/02/2020,0
28/02/2020,1
29/02/2020,2
01/03/2020,1
02/03/2020,1
03/03/2020,0
04/03/2020,5
05/03/2020,3
06/03/2020,4
07/03/2020,4
08/03/2020,7
09/03/2020,10
10/03/2020,19
